relative_time,AccX,AccY,AccZ
27271,-0.5834866333007813,-1.0952723693847657,9.687105560302735
27335,-0.5947132873535157,-1.1439212036132813,9.783355407714843
27401,-0.5783972167968751,-1.1647279357910156,9.657916259765626
27471,-0.5758525085449219,-1.1798464965820312,9.569599914550782
27534,-0.5854325866699219,-1.2097842407226562,9.647288360595704
27601,-0.5896238708496094,-1.2316387939453126,9.88708969116211
27671,-0.5854325866699219,-1.2304412841796875,9.789342956542969
27734,-0.5932164001464844,-1.2183164978027345,9.666897583007813
27801,-0.6135740661621094,-1.2603790283203125,9.803862762451173
27870,-0.6159690856933594,-1.2711566162109376,9.756112060546876
27934,-0.6364764404296875,-1.2843292236328125,9.822124786376953
28001,-0.6727011108398437,-1.3219010925292969,9.854607238769532
28071,-0.6547384643554688,-1.2802876281738282,9.541458435058594
28134,-0.6878196716308594,-1.3434562683105469,9.788295135498048
28201,-0.6674620056152344,-1.3024415588378906,9.699380035400392
28270,-0.6623725891113281,-1.2684622192382813,9.760003967285156
28334,-0.6571334838867188,-1.2150233459472657,9.753567352294922
